,cut_path,文字_x,文字_y,图标_x,图标_y,图标类型,图标代码,中心图行,中心图列,文字,轮廓,文字_x转换后,文字_y转换后,文字行转换后,文字列转换后,wx,wy,图标_x转换后,图标_y转换后,图标行转换后,图标列转换后,ix,iy
104,data/cut_3/R000183B1_C00034AE3_21.png,310.5,497.5,,,,,R000183B1,C00034AE3,5号楼,,55.5,242.5,R000183B1,C00034AE3,C00034AE3_55.5,R000183B1_242.5,,,,,,
105,data/cut_3/R000183B1_C00034AE3_24.png,405,338,408,341,公交车站,150700,R000183B1,C00034AE3,,"[['C00034AE3_172.0', 'R000183B1_169.5'], ['C00034AE3_171.5', 'R000183B1_170.0'], ['C00034AE3_171.0', 'R000183B1_170.5'], ['C00034AE3_170.0', 'R000183B1_170.5'], ['C00034AE3_169.0', 'R000183B1_170.5'], ['C00034AE3_168.0', 'R000183B1_170.5'], ['C00034AE3_167.0', 'R000183B1_170.5'], ['C00034AE3_166.0', 'R000183B1_170.5'], ['C00034AE3_165.0', 'R000183B1_170.5'], ['C00034AE3_164.0', 'R000183B1_170.5'], ['C00034AE3_163.0', 'R000183B1_170.5'], ['C00034AE3_162.0', 'R000183B1_170.5'], ['C00034AE3_161.0', 'R000183B1_170.5'], ['C00034AE3_160.0', 'R000183B1_170.5'], ['C00034AE3_159.0', 'R000183B1_170.5'], ['C00034AE3_158.5', 'R000183B1_171.0'], ['C00034AE3_158.0', 'R000183B1_171.5'], ['C00034AE3_157.0', 'R000183B1_171.5'], ['C00034AE3_156.0', 'R000183B1_171.5'], ['C00034AE3_155.0', 'R000183B1_171.5'], ['C00034AE3_154.0', 'R000183B1_171.5'], ['C00034AE3_153.0', 'R000183B1_171.5'], ['C00034AE3_152.0', 'R000183B1_171.5'], ['C00034AE3_151.0', 'R000183B1_171.5'], ['C00034AE3_150.0', 'R000183B1_171.5'], ['C00034AE3_149.5', 'R000183B1_171.0'], ['C00034AE3_149.0', 'R000183B1_170.5'], ['C00034AE3_148.0', 'R000183B1_170.5'], ['C00034AE3_147.5', 'R000183B1_170.0'], ['C00034AE3_147.0', 'R000183B1_169.5'], ['C00034AE3_146.0', 'R000183B1_169.5'], ['C00034AE3_145.0', 'R000183B1_169.5'], ['C00034AE3_144.0', 'R000183B1_169.5'], ['C00034AE3_143.0', 'R000183B1_169.5'], ['C00034AE3_142.0', 'R000183B1_169.5'], ['C00034AE3_141.0', 'R000183B1_169.5'], ['C00034AE3_140.0', 'R000183B1_169.5'], ['C00034AE3_139.0', 'R000183B1_169.5'], ['C00034AE3_138.0', 'R000183B1_169.5'], ['C00034AE3_137.0', 'R000183B1_169.5'], ['C00034AE3_136.0', 'R000183B1_169.5'], ['C00034AE3_135.5', 'R000183B1_170.0'], ['C00034AE3_135.0', 'R000183B1_170.5'], ['C00034AE3_134.0', 'R000183B1_170.5'], ['C00034AE3_133.0', 'R000183B1_170.5'], ['C00034AE3_132.0', 'R000183B1_170.5'], ['C00034AE3_131.0', 'R000183B1_170.5'], ['C00034AE3_130.0', 'R000183B1_170.5'], ['C00034AE3_129.0', 'R000183B1_170.5'], ['C00034AE3_128.0', 'R000183B1_170.5'], ['C00034AE3_127.5', 'R000183B1_170.0'], ['C00034AE3_127.0', 'R000183B1_169.5'], ['C00034AE3_126.5', 'R000183B1_169.0'], ['C00034AE3_126.5', 'R000183B1_168.0'], ['C00034AE3_126.5', 'R000183B1_167.0'], ['C00034AE3_126.5', 'R000183B1_166.0'], ['C00034AE3_126.5', 'R000183B1_165.0'], ['C00034AE3_126.5', 'R000183B1_164.0'], ['C00034AE3_126.5', 'R000183B1_163.0'], ['C00034AE3_126.5', 'R000183B1_162.0'], ['C00034AE3_126.5', 'R000183B1_161.0'], ['C00034AE3_126.5', 'R000183B1_160.0'], ['C00034AE3_126.5', 'R000183B1_159.0'], ['C00034AE3_126.5', 'R000183B1_158.0'], ['C00034AE3_126.5', 'R000183B1_157.0'], ['C00034AE3_126.0', 'R000183B1_156.5'], ['C00034AE3_125.5', 'R000183B1_156.0'], ['C00034AE3_125.5', 'R000183B1_155.0'], ['C00034AE3_125.5', 'R000183B1_154.0'], ['C00034AE3_125.5', 'R000183B1_153.0'], ['C00034AE3_125.5', 'R000183B1_152.0'], ['C00034AE3_125.5', 'R000183B1_151.0'], ['C00034AE3_125.5', 'R000183B1_150.0'], ['C00034AE3_125.5', 'R000183B1_149.0'], ['C00034AE3_126.0', 'R000183B1_148.5'], ['C00034AE3_126.5', 'R000183B1_148.0'], ['C00034AE3_126.5', 'R000183B1_147.0'], ['C00034AE3_127.0', 'R000183B1_146.5'], ['C00034AE3_127.5', 'R000183B1_146.0'], ['C00034AE3_127.5', 'R000183B1_145.0'], ['C00034AE3_127.5', 'R000183B1_144.0'], ['C00034AE3_127.5', 'R000183B1_143.0'], ['C00034AE3_127.5', 'R000183B1_142.0'], ['C00034AE3_127.5', 'R000183B1_141.0'], ['C00034AE3_127.5', 'R000183B1_140.0'], ['C00034AE3_127.5', 'R000183B1_139.0'], ['C00034AE3_127.5', 'R000183B1_138.0'], ['C00034AE3_127.5', 'R000183B1_137.0'], ['C00034AE3_127.5', 'R000183B1_136.0'], ['C00034AE3_127.0', 'R000183B1_135.5'], ['C00034AE3_126.5', 'R000183B1_135.0'], ['C00034AE3_126.5', 'R000183B1_134.0'], ['C00034AE3_126.5', 'R000183B1_133.0'], ['C00034AE3_126.5', 'R000183B1_132.0'], ['C00034AE3_126.5', 'R000183B1_131.0'], ['C00034AE3_126.5', 'R000183B1_130.0'], ['C00034AE3_126.5', 'R000183B1_129.0'], ['C00034AE3_126.5', 'R000183B1_128.0'], ['C00034AE3_127.0', 'R000183B1_127.5'], ['C00034AE3_127.5', 'R000183B1_127.0'], ['C00034AE3_127.5', 'R000183B1_126.0'], ['C00034AE3_127.5', 'R000183B1_125.0'], ['C00034AE3_128.0', 'R000183B1_124.5'], ['C00034AE3_128.5', 'R000183B1_124.0'], ['C00034AE3_128.5', 'R000183B1_123.0'], ['C00034AE3_128.5', 'R000183B1_122.0'], ['C00034AE3_128.5', 'R000183B1_121.0'], ['C00034AE3_128.5', 'R000183B1_120.0'], ['C00034AE3_128.5', 'R000183B1_119.0'], ['C00034AE3_128.5', 'R000183B1_118.0'], ['C00034AE3_128.5', 'R000183B1_117.0'], ['C00034AE3_128.5', 'R000183B1_116.0'], ['C00034AE3_128.5', 'R000183B1_115.0'], ['C00034AE3_128.5', 'R000183B1_114.0'], ['C00034AE3_128.0', 'R000183B1_113.5'], ['C00034AE3_127.5', 'R000183B1_113.0'], ['C00034AE3_127.5', 'R000183B1_112.0'], ['C00034AE3_127.5', 'R000183B1_111.0'], ['C00034AE3_128.0', 'R000183B1_110.5'], ['C00034AE3_128.5', 'R000183B1_110.0'], ['C00034AE3_128.5', 'R000183B1_109.0'], ['C00034AE3_129.0', 'R000183B1_108.5'], ['C00034AE3_129.5', 'R000183B1_108.0'], ['C00034AE3_130.0', 'R000183B1_107.5'], ['C00034AE3_130.5', 'R000183B1_107.0'], ['C00034AE3_130.5', 'R000183B1_106.0'], ['C00034AE3_131.0', 'R000183B1_105.5'], ['C00034AE3_131.5', 'R000183B1_105.0'], ['C00034AE3_131.5', 'R000183B1_104.0'], ['C00034AE3_131.5', 'R000183B1_103.0'], ['C00034AE3_132.0', 'R000183B1_102.5'], ['C00034AE3_132.5', 'R000183B1_102.0'], ['C00034AE3_132.5', 'R000183B1_101.0'], ['C00034AE3_132.0', 'R000183B1_100.5'], ['C00034AE3_131.5', 'R000183B1_100.0'], ['C00034AE3_131.5', 'R000183B1_99.0'], ['C00034AE3_131.5', 'R000183B1_98.0'], ['C00034AE3_131.0', 'R000183B1_97.5'], ['C00034AE3_130.5', 'R000183B1_97.0'], ['C00034AE3_130.5', 'R000183B1_96.0'], ['C00034AE3_130.5', 'R000183B1_95.0'], ['C00034AE3_130.0', 'R000183B1_94.5'], ['C00034AE3_129.5', 'R000183B1_94.0'], ['C00034AE3_129.0', 'R000183B1_93.5'], ['C00034AE3_128.5', 'R000183B1_93.0'], ['C00034AE3_128.5', 'R000183B1_92.0'], ['C00034AE3_128.5', 'R000183B1_91.0'], ['C00034AE3_128.5', 'R000183B1_90.0'], ['C00034AE3_128.5', 'R000183B1_89.0'], ['C00034AE3_128.5', 'R000183B1_88.0'], ['C00034AE3_128.5', 'R000183B1_87.0'], ['C00034AE3_128.5', 'R000183B1_86.0'], ['C00034AE3_128.5', 'R000183B1_85.0'], ['C00034AE3_129.0', 'R000183B1_84.5'], ['C00034AE3_129.5', 'R000183B1_84.0'], ['C00034AE3_129.5', 'R000183B1_83.0'], ['C00034AE3_129.5', 'R000183B1_82.0'], ['C00034AE3_130.0', 'R000183B1_81.5'], ['C00034AE3_130.5', 'R000183B1_81.0'], ['C00034AE3_130.5', 'R000183B1_80.0'], ['C00034AE3_130.5', 'R000183B1_79.0'], ['C00034AE3_130.5', 'R000183B1_78.0'], ['C00034AE3_130.5', 'R000183B1_77.0'], ['C00034AE3_130.5', 'R000183B1_76.0'], ['C00034AE3_130.5', 'R000183B1_75.0'], ['C00034AE3_130.5', 'R000183B1_74.0'], ['C00034AE3_130.5', 'R000183B1_73.0'], ['C00034AE3_130.5', 'R000183B1_72.0'], ['C00034AE3_130.5', 'R000183B1_71.0'], ['C00034AE3_130.0', 'R000183B1_70.5'], ['C00034AE3_129.5', 'R000183B1_70.0'], ['C00034AE3_129.5', 'R000183B1_69.0'], ['C00034AE3_129.5', 'R000183B1_68.0'], ['C00034AE3_129.5', 'R000183B1_67.0'], ['C00034AE3_129.5', 'R000183B1_66.0'], ['C00034AE3_129.5', 'R000183B1_65.0'], ['C00034AE3_129.5', 'R000183B1_64.0'], ['C00034AE3_129.5', 'R000183B1_63.0'], ['C00034AE3_130.0', 'R000183B1_62.5'], ['C00034AE3_130.5', 'R000183B1_62.0'], ['C00034AE3_130.5', 'R000183B1_61.0'], ['C00034AE3_131.0', 'R000183B1_60.5'], ['C00034AE3_131.5', 'R000183B1_60.0'], ['C00034AE3_131.5', 'R000183B1_59.0'], ['C00034AE3_131.5', 'R000183B1_58.0'], ['C00034AE3_131.5', 'R000183B1_57.0'], ['C00034AE3_131.5', 'R000183B1_56.0'], ['C00034AE3_131.5', 'R000183B1_55.0'], ['C00034AE3_131.5', 'R000183B1_54.0'], ['C00034AE3_131.5', 'R000183B1_53.0'], ['C00034AE3_131.5', 'R000183B1_52.0'], ['C00034AE3_131.5', 'R000183B1_51.0'], ['C00034AE3_131.5', 'R000183B1_50.0'], ['C00034AE3_131.0', 'R000183B1_49.5'], ['C00034AE3_130.5', 'R000183B1_49.0'], ['C00034AE3_130.5', 'R000183B1_48.0'], ['C00034AE3_130.5', 'R000183B1_47.0'], ['C00034AE3_130.5', 'R000183B1_46.0'], ['C00034AE3_130.5', 'R000183B1_45.0'], ['C00034AE3_130.5', 'R000183B1_44.0'], ['C00034AE3_130.5', 'R000183B1_43.0'], ['C00034AE3_131.0', 'R000183B1_42.5'], ['C00034AE3_131.5', 'R000183B1_42.0'], ['C00034AE3_132.0', 'R000183B1_41.5'], ['C00034AE3_133.0', 'R000183B1_41.5'], ['C00034AE3_134.0', 'R000183B1_41.5'], ['C00034AE3_135.0', 'R000183B1_41.5'], ['C00034AE3_136.0', 'R000183B1_41.5'], ['C00034AE3_137.0', 'R000183B1_41.5'], ['C00034AE3_138.0', 'R000183B1_41.5'], ['C00034AE3_139.0', 'R000183B1_41.5'], ['C00034AE3_140.0', 'R000183B1_41.5'], ['C00034AE3_141.0', 'R000183B1_41.5'], ['C00034AE3_142.0', 'R000183B1_41.5'], ['C00034AE3_143.0', 'R000183B1_41.5'], ['C00034AE3_144.0', 'R000183B1_41.5'], ['C00034AE3_144.5', 'R000183B1_41.0'], ['C00034AE3_145.0', 'R000183B1_40.5'], ['C00034AE3_146.0', 'R000183B1_40.5'], ['C00034AE3_147.0', 'R000183B1_40.5'], ['C00034AE3_148.0', 'R000183B1_40.5'], ['C00034AE3_149.0', 'R000183B1_40.5'], ['C00034AE3_150.0', 'R000183B1_40.5'], ['C00034AE3_151.0', 'R000183B1_40.5'], ['C00034AE3_152.0', 'R000183B1_40.5'], ['C00034AE3_152.5', 'R000183B1_41.0'], ['C00034AE3_153.0', 'R000183B1_41.5'], ['C00034AE3_153.5', 'R000183B1_42.0'], ['C00034AE3_153.5', 'R000183B1_43.0'], ['C00034AE3_153.5', 'R000183B1_44.0'], ['C00034AE3_153.5', 'R000183B1_45.0'], ['C00034AE3_153.5', 'R000183B1_46.0'], ['C00034AE3_153.5', 'R000183B1_47.0'], ['C00034AE3_153.5', 'R000183B1_48.0'], ['C00034AE3_153.5', 'R000183B1_49.0'], ['C00034AE3_153.5', 'R000183B1_50.0'], ['C00034AE3_153.5', 'R000183B1_51.0'], ['C00034AE3_153.5', 'R000183B1_52.0'], ['C00034AE3_153.5', 'R000183B1_53.0'], ['C00034AE3_153.5', 'R000183B1_54.0'], ['C00034AE3_153.5', 'R000183B1_55.0'], ['C00034AE3_153.5', 'R000183B1_56.0'], ['C00034AE3_153.5', 'R000183B1_57.0'], ['C00034AE3_153.5', 'R000183B1_58.0'], ['C00034AE3_153.5', 'R000183B1_59.0'], ['C00034AE3_153.5', 'R000183B1_60.0'], ['C00034AE3_153.5', 'R000183B1_61.0'], ['C00034AE3_154.0', 'R000183B1_61.5'], ['C00034AE3_154.5', 'R000183B1_62.0'], ['C00034AE3_154.5', 'R000183B1_63.0'], ['C00034AE3_154.5', 'R000183B1_64.0'], ['C00034AE3_154.5', 'R000183B1_65.0'], ['C00034AE3_154.5', 'R000183B1_66.0'], ['C00034AE3_154.5', 'R000183B1_67.0'], ['C00034AE3_154.5', 'R000183B1_68.0'], ['C00034AE3_154.5', 'R000183B1_69.0'], ['C00034AE3_154.5', 'R000183B1_70.0'], ['C00034AE3_154.5', 'R000183B1_71.0'], ['C00034AE3_154.5', 'R000183B1_72.0'], ['C00034AE3_154.5', 'R000183B1_73.0'], ['C00034AE3_154.5', 'R000183B1_74.0'], ['C00034AE3_154.0', 'R000183B1_74.5'], ['C00034AE3_153.5', 'R000183B1_75.0'], ['C00034AE3_153.5', 'R000183B1_76.0'], ['C00034AE3_153.5', 'R000183B1_77.0'], ['C00034AE3_153.5', 'R000183B1_78.0'], ['C00034AE3_153.0', 'R000183B1_78.5'], ['C00034AE3_152.5', 'R000183B1_79.0'], ['C00034AE3_152.5', 'R000183B1_80.0'], ['C00034AE3_152.5', 'R000183B1_81.0'], ['C00034AE3_152.5', 'R000183B1_82.0'], ['C00034AE3_152.5', 'R000183B1_83.0'], ['C00034AE3_152.5', 'R000183B1_84.0'], ['C00034AE3_152.5', 'R000183B1_85.0'], ['C00034AE3_152.5', 'R000183B1_86.0'], ['C00034AE3_152.5', 'R000183B1_87.0'], ['C00034AE3_152.5', 'R000183B1_88.0'], ['C00034AE3_152.5', 'R000183B1_89.0'], ['C00034AE3_152.5', 'R000183B1_90.0'], ['C00034AE3_152.5', 'R000183B1_91.0'], ['C00034AE3_152.5', 'R000183B1_92.0'], ['C00034AE3_152.5', 'R000183B1_93.0'], ['C00034AE3_152.5', 'R000183B1_94.0'], ['C00034AE3_152.5', 'R000183B1_95.0'], ['C00034AE3_152.5', 'R000183B1_96.0'], ['C00034AE3_153.0', 'R000183B1_96.5'], ['C00034AE3_153.5', 'R000183B1_97.0'], ['C00034AE3_153.5', 'R000183B1_98.0'], ['C00034AE3_153.5', 'R000183B1_99.0'], ['C00034AE3_153.5', 'R000183B1_100.0'], ['C00034AE3_153.5', 'R000183B1_101.0'], ['C00034AE3_153.5', 'R000183B1_102.0'], ['C00034AE3_153.5', 'R000183B1_103.0'], ['C00034AE3_153.5', 'R000183B1_104.0'], ['C00034AE3_153.5', 'R000183B1_105.0'], ['C00034AE3_153.5', 'R000183B1_106.0'], ['C00034AE3_153.5', 'R000183B1_107.0'], ['C00034AE3_153.5', 'R000183B1_108.0'], ['C00034AE3_153.5', 'R000183B1_109.0'], ['C00034AE3_153.0', 'R000183B1_109.5'], ['C00034AE3_152.5', 'R000183B1_110.0'], ['C00034AE3_152.5', 'R000183B1_111.0'], ['C00034AE3_152.5', 'R000183B1_112.0'], ['C00034AE3_152.5', 'R000183B1_113.0'], ['C00034AE3_152.0', 'R000183B1_113.5'], ['C00034AE3_151.5', 'R000183B1_114.0'], ['C00034AE3_151.5', 'R000183B1_115.0'], ['C00034AE3_151.5', 'R000183B1_116.0'], ['C00034AE3_151.5', 'R000183B1_117.0'], ['C00034AE3_151.5', 'R000183B1_118.0'], ['C00034AE3_151.5', 'R000183B1_119.0'], ['C00034AE3_151.5', 'R000183B1_120.0'], ['C00034AE3_151.5', 'R000183B1_121.0'], ['C00034AE3_151.5', 'R000183B1_122.0'], ['C00034AE3_151.5', 'R000183B1_123.0'], ['C00034AE3_151.5', 'R000183B1_124.0'], ['C00034AE3_151.5', 'R000183B1_125.0'], ['C00034AE3_151.5', 'R000183B1_126.0'], ['C00034AE3_151.5', 'R000183B1_127.0'], ['C00034AE3_151.5', 'R000183B1_128.0'], ['C00034AE3_151.5', 'R000183B1_129.0'], ['C00034AE3_151.5', 'R000183B1_130.0'], ['C00034AE3_152.0', 'R000183B1_130.5'], ['C00034AE3_152.5', 'R000183B1_131.0'], ['C00034AE3_152.5', 'R000183B1_132.0'], ['C00034AE3_152.5', 'R000183B1_133.0'], ['C00034AE3_152.5', 'R000183B1_134.0'], ['C00034AE3_152.5', 'R000183B1_135.0'], ['C00034AE3_152.5', 'R000183B1_136.0'], ['C00034AE3_152.5', 'R000183B1_137.0'], ['C00034AE3_152.5', 'R000183B1_138.0'], ['C00034AE3_152.5', 'R000183B1_139.0'], ['C00034AE3_152.5', 'R000183B1_140.0'], ['C00034AE3_152.5', 'R000183B1_141.0'], ['C00034AE3_152.5', 'R000183B1_142.0'], ['C00034AE3_152.5', 'R000183B1_143.0'], ['C00034AE3_152.5', 'R000183B1_144.0'], ['C00034AE3_153.0', 'R000183B1_144.5'], ['C00034AE3_153.5', 'R000183B1_145.0'], ['C00034AE3_154.0', 'R000183B1_145.5'], ['C00034AE3_154.5', 'R000183B1_146.0'], ['C00034AE3_155.0', 'R000183B1_146.5'], ['C00034AE3_156.0', 'R000183B1_146.5'], ['C00034AE3_157.0', 'R000183B1_146.5'], ['C00034AE3_158.0', 'R000183B1_146.5'], ['C00034AE3_159.0', 'R000183B1_146.5'], ['C00034AE3_160.0', 'R000183B1_146.5'], ['C00034AE3_161.0', 'R000183B1_146.5'], ['C00034AE3_162.0', 'R000183B1_146.5'], ['C00034AE3_163.0', 'R000183B1_146.5'], ['C00034AE3_163.5', 'R000183B1_146.0'], ['C00034AE3_164.0', 'R000183B1_145.5'], ['C00034AE3_165.0', 'R000183B1_145.5'], ['C00034AE3_166.0', 'R000183B1_145.5'], ['C00034AE3_167.0', 'R000183B1_145.5'], ['C00034AE3_168.0', 'R000183B1_145.5'], ['C00034AE3_169.0', 'R000183B1_145.5'], ['C00034AE3_170.0', 'R000183B1_145.5'], ['C00034AE3_170.5', 'R000183B1_146.0'], ['C00034AE3_171.0', 'R000183B1_146.5'], ['C00034AE3_171.5', 'R000183B1_147.0'], ['C00034AE3_172.0', 'R000183B1_147.5'], ['C00034AE3_172.5', 'R000183B1_148.0'], ['C00034AE3_172.5', 'R000183B1_149.0'], ['C00034AE3_172.5', 'R000183B1_150.0'], ['C00034AE3_172.5', 'R000183B1_151.0'], ['C00034AE3_172.5', 'R000183B1_152.0'], ['C00034AE3_172.5', 'R000183B1_153.0'], ['C00034AE3_172.5', 'R000183B1_154.0'], ['C00034AE3_172.5', 'R000183B1_155.0'], ['C00034AE3_172.5', 'R000183B1_156.0'], ['C00034AE3_172.5', 'R000183B1_157.0'], ['C00034AE3_172.5', 'R000183B1_158.0'], ['C00034AE3_172.5', 'R000183B1_159.0'], ['C00034AE3_172.5', 'R000183B1_160.0'], ['C00034AE3_172.5', 'R000183B1_161.0'], ['C00034AE3_172.5', 'R000183B1_162.0'], ['C00034AE3_172.5', 'R000183B1_163.0'], ['C00034AE3_172.5', 'R000183B1_164.0'], ['C00034AE3_172.5', 'R000183B1_165.0'], ['C00034AE3_172.5', 'R000183B1_166.0'], ['C00034AE3_172.5', 'R000183B1_167.0'], ['C00034AE3_172.5', 'R000183B1_168.0'], ['C00034AE3_172.5', 'R000183B1_169.0'], ['C00034AE3_172.0', 'R000183B1_169.5']]",150,83,R000183B1,C00034AE3,C00034AE3_150,R000183B1_83,153,86,R000183B1,C00034AE3,C00034AE3_153,R000183B1_86
106,data/cut_3/R000183B1_C00034ADC_0.png,358.5,390.5,348,373,通行设施,990000,R000183B1,C00034ADC,物理学院(南门)成府路,,103.5,135.5,R000183B1,C00034ADC,C00034ADC_103.5,R000183B1_135.5,93,118,R000183B1,C00034ADC,C00034ADC_93,R000183B1_118
107,data/cut_3/R000183B1_C00034ADC_9.png,347.5,484,350,476,住宅区,120300,R000183B1,C00034ADC,中关园,,92.5,229,R000183B1,C00034ADC,C00034ADC_92.5,R000183B1_229,95,221,R000183B1,C00034ADC,C00034ADC_95,R000183B1_221
108,data/cut_3/R000183B1_C00034AD5_0.png,266.5,438.5,,,,,R000183B1,C00034AD5,革命烈土纪念碑,,11.5,183.5,R000183B1,C00034AD5,C00034AD5_11.5,R000183B1_183.5,,,,,,
109,data/cut_3/R000183B1_C00034AD5_1.png,260.5,270,,,,,R000183B1,C00034AD5,李大钊像,,5.5,15,R000183B1,C00034AD5,C00034AD5_5.5,R000183B1_15,,,,,,
110,data/cut_3/R000183B1_C00034AD5_5.png,392,448,,,,,R000183B1,C00034AD5,俄罗斯语言文学系,,137,193,R000183B1,C00034AD5,C00034AD5_137,R000183B1_193,,,,,,
111,data/cut_3/R000183B1_C00034AD5_7.png,360,268,,,,,R000183B1,C00034AD5,俄文楼,,105,13,R000183B1,C00034AD5,C00034AD5_105,R000183B1_13,,,,,,
112,data/cut_3/R000183B1_C00034AE1_0.png,282.5,355,309,273,住宿服务,100000,R000183B1,C00034AE1,北京稻香村99旅馆晋香缘刀削面老北京包子铺,,27.5,100,R000183B1,C00034AE1,C00034AE1_27.5,R000183B1_100,54,18,R000183B1,C00034AE1,C00034AE1_54,R000183B1_18
113,data/cut_3/R000183B1_C00034AE1_6.png,464.5,458,468,445,餐饮服务,50000,R000183B1,C00034AE1,中科院过程工程研究所食堂,,209.5,203,R000183B1,C00034AE1,C00034AE1_209.5,R000183B1_203,213,190,R000183B1,C00034AE1,C00034AE1_213,R000183B1_190
